MaxT,MinT,WindSpeed,Humidity 
34.9,27.5,4.2,69.3
35.1,28.1,4.5,77.8
34.7,27.5,4.3,78.6
33.7,27.5,4,72.4
34.2,27.9,4.3,72.9
35.1,28.4,4.3,63.2
35.3,28.5,4.5,67.4
35.9,26.9,4.1,75.2
34.6,25.7,4.1,76.7
35.1,27,4.4,72.7
36.1,27.7,4.1,72.5
35.3,28,4.3,74.9
33.8,27.4,4.6,70.4
30.7,26.6,4.4,74.2
31,25.6,4.3,83
33.5,26.2,3.7,74.1
29.4,25.7,4.2,77.1
29.6,25.4,4.1,88.8
29.5,25.5,4.5,84.5
28.5,25.1,4.3,85.9
29.3,25.3,4.3,80.9
27.2,25.9,4,87.5
30.8,25.5,5,84.1
32.7,26,3.9,78.5
30.8,26.1,4.7,76.4
28.1,25.4,4.2,81.9
28.9,25.3,4.6,83.4
32.9,25.8,4.5,76.7
34.1,26.7,3.3,74.9
34.4,28.3,3.8,78.6
31.6,27.2,3.9,77.5
31.9,26.7,3.8,79.2
30.3,26.3,4.1,81
31.2,25.8,3.8,86
32.6,25.9,3.5,86.4
33.6,26.2,3.5,81.3
34.7,27,3.7,76.2
33.9,27.4,3.6,83.8
32.7,26.7,3.6,79.8
33.8,26.6,3.2,83.5
34.6,27,3.3,77.8
35.3,26.9,3.5,74.4
34.1,27.3,3.7,76.8
33,27.1,3.6,79.7
32.3,26.8,4.5,71.4
34.7,26.3,3.5,71.5
35.1,26.6,2.3,69.9
35.5,27.2,2.4,71.9
34.9,27.4,2.3,74.8
34.9,27.5,2.6,78.9
34.2,27.5,2.2,75.1
34.8,27.1,2.1,72.2
35.8,26.9,2,70.6
34.7,26.4,2.4,68.7
31.8,25.2,2.5,81.1
32.2,25.4,2.7,81
33.5,26,2.9,84.6
29.4,26.2,2.9,83.2
31.3,24.2,3.1,86.7
32.2,24.4,3.1,77.3
33.4,26.5,2.6,77.1
33.6,26.2,2.3,77.4
34.4,26,2.1,79.7
33.7,26,1.9,83.3
34.1,25.9,1.8,76.1
34.2,26.9,1.9,80.7
34.5,27,1.8,78
35,27.1,2.2,77.6
35,27.6,2.2,77.2
34.8,27,2.3,75.9
35.1,26.8,2,75.3
34.5,26.7,2.4,78.1
34.1,26.1,2.6,75
34.5,25.4,2,73.9
34.3,26.3,2.3,78.6
35.1,26,2.5,70.4
35.6,25.8,2.2,65.8
33.6,25.2,2.3,63.4
32.7,25.9,2.8,59.2
34.5,25.9,2.9,68.3
35.1,26.5,2.5,75.9
34.2,26.2,2.2,68.8
32.7,26,2.2,70.9
32.9,25.7,2.3,77.6
32,25.6,1.8,80
32.2,24.8,1.8,78.1
33.7,24.1,1.6,77.2
33.8,24.1,2,69.6
34.2,25.1,2.1,74.5
34.6,24.5,2,68.6
34.1,24.5,1.6,71.2
33.8,25,1.7,77.6
33.9,23.9,2.3,72.9
33.7,23.5,2.4,65.6
33.5,21.9,2.4,61
32.7,22.9,2.5,67.9
32.9,24.1,2.8,60.8
33.3,24.4,2.5,69.3
31.7,24.6,2.5,76.3
31.3,24.2,2.2,83.4
32.1,24.9,2.3,82.9
33.2,25.3,2.3,79
33.2,25.7,2.1,80.5
33.7,25.8,1.8,76.2
33.6,25.4,1.8,75.2
33.6,24.7,1.6,77.1
33.1,24.3,2,73.7
33.2,24.7,1.5,72.3
33,24.2,2,67.8
32.8,23.6,2,64.1
31.2,23.1,1.9,62.7
33.2,22.1,1.6,60.8
33.2,22.3,1.6,62.8
31.8,24,2.4,72.9
33.2,24.8,2.3,70.2
32.5,24.9,1.7,77.1
33,25.1,2,81.5
33,25.4,2.2,76.6
33.1,24.9,2.1,77.3
30.8,24.1,2.5,82.6
30.4,24.1,2.4,77.3
31.1,23.2,2,75.6
31.9,22.1,1.7,69.2
31.4,20.8,1.7,68.4
31.2,19.9,1.8,65.6
31.1,20.2,1.8,69.2
31.2,20.6,1.7,69.6
31.3,21.5,1.8,70.6
30.9,22.3,1.7,66.7
31.2,21.8,1.8,67.9
30.3,21.1,1.9,76.2
30.6,21.5,2.3,76.5
29.1,23.1,2,82.1
30.4,23.6,1.7,81.2
31.2,24.2,1.4,79.4
30.6,24.2,1.9,79
30.9,24.1,2.1,80
30.7,24,2.1,74.1
30.3,22.8,1.5,82.9
30.4,23.5,1.6,76.7
30.7,23.1,1.7,76.7
29.3,24,1.8,81.2
29.8,23.3,2.1,86.4
29.5,22.5,2.9,72.7
24.8,19.5,2.9,67.2
21.9,19.2,2.9,83.5
24.6,19.1,2.2,93.6
26.5,19.4,2.1,80.9
27.9,20.2,1.7,83.6
28.9,20.3,1.7,79.3
28.6,20.8,2.1,76.8
28.6,21.1,2.2,80.4
29.1,19.9,1.5,76.3
29.4,20.2,1.8,73.7
29.3,20.7,1.7,73.5
29.7,21.6,2.1,74.4
28.8,20.7,2.1,59.2
28.1,18.8,1.8,63.2
27.5,17.9,1.8,64
27.8,16.5,1.7,55.8
28.8,15.7,1.8,64.2
29.3,16.6,1.6,61.6
29.5,17.6,1.5,67.1
28.9,18.7,2,69.6
28.8,19,1.7,71.6
28.8,18.9,2,68.6
29.6,18.4,1.6,69.5
29.9,18.6,1.7,68.2
29.5,18.1,1.6,69
29.1,19,1.6,67
29,19.8,1.7,69.2
29,19.7,2.2,72.1
29.5,20.4,1.8,75.6
29.5,19.6,2,71.2
29.8,19.3,2,68.8
29.4,20,1.4,68
29.4,19.7,1.1,68
29.9,20,1.2,69.2
30,19.9,1.7,68.2
30.1,19.6,1.7,64.8
30,18.8,1.8,64.7
30.5,19.8,2,54.8
30,20.2,1.9,72.6
30.5,20.3,2,75.7
30.2,22.5,2.4,76.2
29.2,23,2.6,83.9
27.7,23.3,2.6,86
25.6,21.4,2.6,80
28.9,19.7,2.4,72.7
28.5,18.4,1.7,64.1
28.9,20.3,2.5,66.8
29.1,20.3,2.2,69.2
30,19.8,2.2,69.5
30,20.3,2.3,69.7
30.4,20.5,2.2,71.4
30.9,20.5,2.1,64.7
31.4,20.3,2.5,62.9
31.5,20.1,2.5,65.4
30.7,22.4,2.3,74
30.8,23,2.4,66.7
31.2,22,2.4,60.1
30.7,23,2.9,72.2
30.4,22.2,2.6,66.4
30.6,21.6,2.5,65.6
31.1,20.6,2.3,65.8
31.8,21.3,2.5,64.9
31.5,22.6,2,68.4
32.1,24.3,2.3,64.8
33.3,24.1,2,68.3
32.9,24.2,2.6,72.4
32.7,24.3,2.6,70.5
33,23.3,2.5,63.7
35.5,22.8,2.1,57
35.5,23.7,2,55.6
35.1,23.8,2.2,54
33.5,24.2,2.7,53.2
33,23.8,2.2,58
32.9,24.5,2.6,72.5
32.7,24.9,2.5,69.2
32.4,25,2.9,74.6
32.4,25.5,3,70
32.8,25.2,2.4,68.4
32.9,25.3,2.6,65.3
34.7,25.6,2.8,62
34.6,25.2,2.5,53
34.8,25.3,2,50.7
34,26,2.4,64.4
33.8,25.3,2.6,60.6
34.4,25.7,2.5,65.1
34.4,25.6,2.7,62
34.8,25.5,2.4,60.9
35.1,25.4,2.7,56.6
36.1,24.8,2.5,48.4
36.3,25,2.8,51.3
34.3,24.2,3.1,48.4
34.3,25.2,3.1,59.1
34.1,23.7,3,59.8
34.3,24.5,2.9,64.1
34.6,26,3.2,67.9
34.5,25.9,3,68.2
34.5,25.4,2.5,67.8
35.4,25.5,2.4,59.5
35.6,26.2,2.5,56
35.4,26,2.7,58.6
35.6,25.7,2.4,54.2
35.8,26,2.4,53.7
36.2,25.9,2.3,54.1
36.2,26.2,2.3,55.7
36.6,25.9,2.5,56.5
36.8,26.8,3,52.8
36.4,27.4,2.8,46.6
36.4,27,2.7,50.7
35.8,26.6,2.7,65.2
35.1,26.4,2.9,60.4
36.8,26.6,3,58.3
36.7,25.5,2.6,63.5
35.9,25.6,2.8,58.4
36.1,26.9,2.9,52.4
35.9,27.2,2.8,61
36.6,26.5,2.2,57.5
36.6,26,2.3,59.8
36.7,27.1,3.1,57.9
37.9,26.5,2.7,51.6
37.4,26.8,2.5,54.3
37.4,26.6,2.8,53.4
37.6,26.2,3.1,53.9
37,26.1,3.2,53.2
36.4,26.7,2.8,60
36.1,27.7,2.9,62.5
36.2,27.5,3,58.3
37.1,26.8,2.9,65
36.8,26.2,2.8,64.9
37,26,2.7,57.3
37.3,26.7,2.6,51.9
37.3,27.2,2.4,49.3
37.7,27.7,2.6,48.3
37.9,28.9,2.3,53.2
37.6,29,2.5,52.7
37.9,28.9,2.6,54.8
37.7,28.8,3.2,47.7
36.7,29,3.5,51.3
34.6,28.9,4.3,42.2
41.4,29.6,4,42.5
42.1,29.6,3.9,40.5
41.6,29.1,3.5,43.4
38.7,29.3,2.9,38.6
38.4,29.4,3,39.4
38.7,30.4,3.4,33.8
39.5,30.2,3.4,33.2
39.3,29.5,3.3,36.3
38,29.4,3.4,57.6
38.3,28.8,2.7,57.5
38.2,28.8,3,53.9
38.1,28.8,3.3,52.1
38.1,29.2,3,57
38.2,29.2,3,50.8
39.1,29.3,3,56.3
39.9,29.2,3.1,44.9
39.4,28.9,2.7,44.4
38.3,29,2.8,48.7
38.4,28.9,3.1,50.2
37.9,28.7,2.7,52.2
38.4,29.5,3.1,48.3
38.5,29.4,3,50.2
39.1,30.2,3.4,47.5
39.9,30.9,3.4,44.5
38.5,29.5,3.4,48.7
38.7,29.3,3.1,46.3
37.8,29.4,2.7,53.8
36.6,26.9,3.3,60.3
37.5,30.1,3.2,48.4
37,29.6,3.3,51
38.3,29.9,3.1,47.5
36.4,27.5,4,55.5
36.2,27.4,3.1,60.2
38,30.4,3.1,54.4
36.4,28.5,3.6,50.3
37.1,28.4,3.2,57.9
37.7,29.6,3,65.5
38.9,30.3,3,59
37.2,30.1,3.9,48.8
40.3,29.5,3.9,49.9
41.6,30.7,5,47.1
40.1,31.3,4.8,51.6
40.5,31.3,4.3,55.8
41.4,31.2,5.1,49.1
40.8,30.1,5.1,47.4
36.8,27.7,5,49.2
39.5,28.2,4.4,46.6
40.7,29.6,4.6,48.2
37.4,28.5,4.9,62.1
33.5,27,2.9,70.2
32.3,27.5,3.9,80.4
33.3,27.2,3,75.4
35.3,27.2,2.8,71.5
35.2,27.5,2.5,68.7
34,28.4,3.5,68.5
38.2,28.4,4.2,69.7
37.6,29.1,5,68.6
35.6,29.3,5.3,67
34,27.2,4.9,67.3
31.7,26.5,4.6,76.3
32.2,27.1,4.9,77.5
33.3,27.6,5.2,73
35.2,27.9,5.1,71.2
31.8,27.3,4.9,73.7
33,27.4,5,70.2
35.5,28,5.3,65.1
35.8,27.9,4.9,68.6
34.4,28.2,4.8,70.3
36.1,28.4,5,70.4
36.3,27.2,4.8,68.6
36.2,27.5,3.8,71
37.4,26.9,4,73.1
35,26.2,4.1,66.7
35.8,26.7,4,70.1
37.2,27.5,3.6,68.1
37.9,28.3,3.3,71.2
35.4,26.4,3.5,67.3
31.1,26.6,2.8,73.1
33.3,26.3,2.8,77.6
34.6,27.3,2.8,77.6
34.9,27.9,2.6,82
32.4,27.4,3.2,75
35.7,27.4,3.6,74.8
32.6,27,4.1,78.1
28.3,25,4.4,84.7
30.2,24.9,5.1,80.7
27.7,25.8,4.4,87.8
28.5,25.6,4.5,89.5
31.6,26.3,4.8,84.6
33.5,26.1,4.4,81
29.7,25.6,4.7,83.7
27.2,24.9,4.7,88.4
30.3,25.3,4.9,88.1
32.3,26.2,4.9,83.6
32.2,26.4,5.2,84.3
28.4,25.5,5.2,83.1
28.6,24.6,5.4,88.1
30.8,26.1,5.4,87.2
34.1,26.3,5.2,82.2
34.5,27.3,4.5,74.9
34.4,27.5,4.4,71.6
33.8,28.3,3.8,73.9
32.5,27.4,3.5,82.4
34.3,26.8,4,81.3
34.4,27.1,4.2,80.5
35.3,27.7,3.7,78.2
34.2,27.5,3.3,81.6
33.9,27.2,3.1,87.2
35,26.7,3.1,81.3
33.6,27.5,3.1,83.9
34.3,26.3,3.7,82.6
33.7,25.6,3.8,79.9
31.5,26.4,3.7,81.9
32.2,26.3,3.8,83
32.6,26.6,3.7,82.7
33.3,27.4,4.1,78.1
34.5,27.5,3.8,75.1
34.5,27.6,3.3,75.9
34.9,27.5,3,75.9
34.9,26.8,3.5,79.8
31.9,25.9,3.7,84.9
29.5,25.8,3.1,83
29.9,25.6,3.1,87.6
29.1,25.7,3.7,87
30.2,25.9,4.1,86.6
31.1,26.3,4.1,77.2
31.8,26.4,4.7,80.5
31.5,26.6,4.5,75.8
32.7,27.2,4.4,79.5
34.3,27.3,3.8,78.5
33.9,27.7,3.9,76.2
32.3,27.3,3.5,84.3
31.4,25.9,4,81.3
33.6,26.3,3.8,76.9
33.6,26,3.2,80.4
33.5,26.8,3.4,83
34.1,27.2,3.1,82.2
32.6,26.3,3.1,82.9
32.1,26,2.2,84.9
32,26.4,2.2,87.5
33.1,26.1,2,83.8
33.6,26.5,2.1,82.2
33.8,27.1,1.3,92.8
33.7,26.8,1.8,85.8
30.7,26.4,1.8,88.8
30.5,25.9,2.6,88.8
30.1,25.6,2.8,88.8
32.4,25.4,2.3,88.4
33.3,25.8,2.2,87.6
32.7,26.2,2.2,86.7
32.3,25.7,2,84.2
34,26.4,2.2,80.7
33.8,25.9,2.5,81.9
33.1,25.6,2,80.3
33.4,25.8,1.8,79.4
33,25.7,1.9,81.2
34.1,25.3,1.6,81.2
33.7,25.4,1.8,77.1
31.7,25.3,1.9,81.8
32.6,25.8,1.7,82.7
32.3,25.9,1.8,83.5
33.7,25.7,1.9,78.9
33.8,26,1.5,81.8
33.6,26,1.8,81.7
33.3,26.2,2.3,82
33.1,26.5,2.3,82.3
29.3,25.7,2,90.9
30.3,25.3,2.1,90.4
31.6,25.3,2.3,86.9
29,25.1,2.3,86.9
31.3,25.1,1.9,89.4
30.3,25.4,1.9,89.4
27,24.3,1.8,88.8
27.5,24.3,2.2,81.9
30.7,24.7,2.2,87.3
31.1,25.5,2.2,85
33.1,25.8,2.4,86.8
32.6,25.5,2,83.7
33.3,26.1,2.2,87.3
30.9,25.9,2.2,84.3
30.7,25.1,2.2,91.9
31.3,24.8,2.4,83.8
33.3,25.3,2.3,82.2
32.9,25.3,1.7,81.9
33.1,25,1.8,79.4
33.3,24.5,1.6,69.9
33.3,24.7,1.8,74.2
32.9,25.3,1.6,76.1
32.1,24.3,1.7,74.3
31.2,23.3,1.6,77
32.9,22.3,2,77.9
33.2,23,2,76.6
32.8,24.5,2,74.4
32.3,24.3,2.5,73.1
31.3,23.9,2.2,76.3
30.9,23.6,2.4,80.2
30.4,23.5,1.9,82.8
32.4,23.5,2.1,76.3
32.3,23.8,2.4,74.2
32.4,24.5,2.1,75
31.3,24.3,1.7,77.6
30.9,24.1,2.2,79
31.4,23.3,2.2,77.4
31,22.7,2,76.9
31.1,22.9,1.8,77.4
30.9,21.8,1.8,75.8
30.6,21.9,2.4,76.4
31,22,2.3,76.7
30.5,21.8,2.3,78
31.3,23.1,2.4,82.5
31.6,23,2.3,83.2
31.6,23.5,2.4,83.1
30.3,24.1,2.2,83.8
29,25.1,2.5,83.7
30.4,23.9,2,85.7
30.1,22.6,2.9,78
29.7,21.7,2.3,72.6
29.8,20.9,2.4,74.7
30.4,20.7,1.7,81.9
30.3,22.3,1.9,76.6
30.4,22,2,77.1
30.8,21.9,2,73.8
30.6,21.8,1.9,75
30.3,21.1,2.1,74.2
31.1,21.6,2.2,79
30.3,23.1,2.3,83.3
30.4,22.2,2.3,81.4
30.3,21.9,2.2,81.4
30.5,21.9,2.5,78.4
30.2,22.2,2,78
30.1,22.6,1.9,76.3
30,22,2,76.4
29.4,22.3,2.3,79
30.2,21.4,2.3,76
29.6,21.3,2.3,78
29.4,21.5,2.1,83.1
30.9,21.3,2.3,77.5
29.5,22.3,2.1,83.6
30.4,22.5,2.1,80.7
28.6,21.4,2.6,77.6
27.5,19.6,2.4,73.9
28.1,19.8,2.7,76.5
28.6,20.7,2.7,84
29.9,21.6,2.5,90.3
29.1,22.9,2.4,86
29.2,22.9,2.1,81.6
28.2,22.8,2.2,83.6
28.1,22.7,2.9,79
29.1,22,2.6,80.8
29,22.5,2.7,82
29.8,22.3,2.4,79.3
30.1,21.1,2.1,79.7
29.8,21.6,2.9,74
29.3,21.9,2.2,73.1
28.9,20.4,1.7,71.4
29.8,18.8,1.6,67.3
29.6,19.5,1.8,67.6
30.1,19.8,2.3,69.7
30.1,20.6,2.5,70.5
30.2,21.5,2.4,76.7
30.7,22.4,2.7,77.1
30.7,22.3,2.4,75.3
30.8,22,2.4,72.4
30.4,22.3,2.5,74.3
31.1,22.8,2.5,75.3
31.3,22.1,2.4,72.6
31,21.4,2.2,67.7
31.1,21.8,1.8,70.6
31.4,21.5,1.5,66.8
32.3,21.7,2,67.1
31.8,22.8,2.5,67.7
31.5,23,2.4,72.6
31.9,23.2,2,70.1
31.1,22.8,2.4,72.9
30.7,23.1,2.6,70.1
30.2,22.9,2.6,71.8
30.7,22.6,2.6,68.7
29.7,23.2,2.2,69.9
31.2,22.8,2.4,70
31.5,22.1,2.4,72.4
32.2,23.3,2.8,72.3
30.9,23,2.6,75.6
28.3,23,2.9,85
28.5,21.9,2.9,71.6
30.1,23.4,3,73.6
30.7,23.2,2.6,72.4
31.5,21.5,2.4,64
33.9,21.7,1.8,58.4
32.8,21.8,2,59.4
32.7,22.2,2.1,66.8
32.7,21.6,2.1,62.7
32.1,21.5,2.2,57.4
31.5,22.3,2.4,64.8
31.2,22.7,2.8,73
31.4,22.9,2.9,69.8
32,21.5,2.8,69.7
31.8,22,2.8,70.7
32.7,22.8,2.3,66.2
32.2,24,2.7,70.7
31.8,23.8,2.7,68.2
31.9,22.9,2.5,61.6
31.6,23.2,2.6,72.4
31.8,23.2,2.7,68.3
31.9,23.2,2.5,66.7
32,23.7,2.2,65.8
32.9,23.1,2.2,70.1
33.3,24.1,2.6,64.9
32.9,24.5,2.2,65.7
32.5,25.1,3,70.5
32.6,26.1,2.4,77.8
32.7,25.2,2.8,77.5
33.1,24.6,2.6,75
33.9,24.6,2.5,74.3
33.5,25.1,2.5,74.1
33.9,24.8,2.7,75.5
34,25.1,2.6,74.5
33.6,24.1,2.5,74.8
33.2,24.1,2.8,70.5
34.2,24.6,3,71.9
34.2,24.7,2.9,61.1
35.2,24.7,2.4,65.9
35.3,24.9,2.3,68.4
34,24.5,2.7,65.3
34.4,25.1,2.3,66.3
34.3,25.4,2.2,62.1
34.3,24.8,2.5,66.4
34.4,24.7,2.5,70.7
34.8,25.6,2.7,63.8
35.6,25.3,2.5,67.3
36,25.8,2.7,56.8
36.3,25.7,2.6,54.9
36.6,25.6,2.7,58.9
36.1,25.9,2.6,58.7
37,26.2,2.6,59.6
37.2,26.4,2.3,56.1
36.4,26.2,2.4,54.4
35.5,26.8,2.6,62.7
35.1,26.1,2.7,66.6
35.8,26,2.4,67.4
36.3,27.2,2.5,68.8
36,27.4,2.6,59.8
36.6,27.3,2.8,63
32.1,24,2.7,58.3
34.9,23.5,2.5,61
35.6,26.1,2.4,58.3
36.1,25.7,2.5,55.8
36.5,26.2,2.2,57.6
35.9,26.4,2.4,51.7
35.6,26.2,2.4,50.2
36,26.3,2.5,61.2
36.3,27.1,2.6,61.7
36.4,26.7,2.5,61.2
35.7,26.8,3.2,69.2
35.9,27.2,2.6,71.4
36.4,26.8,2.8,53.7
36.5,28,2.6,61.4
36.5,27.8,2.6,53.7
36.8,28.8,2.7,58.5
36.6,25.9,3.7,49.9
36,25.8,2.5,63.3
33.7,25.2,2.5,59.3
34.5,26.6,3.2,78.6
36.3,26.7,2.5,70.3
36,26.4,2.3,64.8
36.7,26.3,2.9,66.1
36.8,27.3,2.2,67.6
37.6,28,2.5,51.8
37.1,28.3,2.6,50.1
37.2,28.5,2.5,60.4
36.4,28.2,2.6,55.3
36.7,27.5,2.5,64.9
37.3,28.1,2.4,59
36.8,28,2.7,63.4
36.6,27.3,3.1,63.4
36.7,27.9,2.5,65.2
36.1,27.7,2.3,65.7
36.1,27.1,2.5,63.5
36.4,28,2.3,70.5
37,27.9,2.3,60.3
37.1,28.6,2.7,64.8
37.9,28.4,2.5,63.6
36.9,28.3,2.7,54.5
38.9,28.5,3.1,59.3
41.7,28.5,3.4,48.7
41.7,31.3,3,49.2
39.6,29,3.1,40.8
38.4,28.9,2.8,40.3
38,29.6,2.3,53.9
37.4,29.7,2.8,56.5
37.5,29.5,2.9,55.1
38.2,29.8,3,50.7
38.2,30.4,3.3,42.2
38.2,30.2,3,36.3
36.5,29.2,2.9,62.8
37.1,29,2.9,63.8
37.1,28.8,2.7,74
37.3,29,2.4,68.8
35.5,28.2,3.1,67.8
36.2,27.8,3.7,69.4
37.3,29,3.1,64.9
38.9,29.2,3.2,64.4
38.9,29.2,3.1,62.3
38.6,28.8,3.6,61
36.3,27.1,3,59.2
35.7,25.8,3.2,68.7
30,25.4,3.4,80.5
29.6,25.9,3.5,79.8
34.5,26.9,2.9,73.4
36.5,28.7,3.3,71.2
36.3,28.3,3.8,73
32.9,27.3,3.6,77.6
33.3,26.2,3.8,89.1
32.8,26.5,3.8,74.5
35.3,26.9,3.8,69.6
35.8,28.3,3.9,71.5
32.6,26.4,3.8,73.8
34.8,27.4,3.3,75.6
36.1,27.2,3,78.1
35.7,28.1,2.4,70.9
35,28.3,2.5,71.5
34,28.1,2.2,70.8
34.9,28.1,2.3,77.7
34.4,27.8,2.4,82.3
35.6,28.4,2.2,78.5
34.6,27.5,2.5,76.4
33.1,27.5,2.5,77.1
33.6,26.9,3.1,80.4
32.7,27.6,3.5,76.6
30.3,26,3.2,86.2
29.5,25.7,3.3,85.6
28.4,25.6,3.2,83.8
35.4,27.1,3.1,78.9
34.7,27.7,3,71.9
33.2,25.9,2.9,75.8
32.7,26.4,3.1,78.4
34,26.1,2.8,83.5
34.2,26.4,3,80.1
33.2,25.9,2.6,84.2
30.8,25.4,2.6,87.4
29.2,25.3,2.5,88.9
31.3,25.8,3.3,85.2
33.3,26.4,3,82.8
33.8,25.8,2.6,81.5
33.9,27.1,2.2,89.7
33,27,2.5,89.8
33.5,27.2,2.6,84.6
33.7,27.4,2.1,88
30,25.9,2.6,90
31.5,25.6,2.1,81.8
33.7,26.4,1.9,79.3
35.4,26.9,2.7,75.3
36,27.4,2.9,79.3
35.8,26.6,2.8,82.5
33.8,26.1,1.8,90.3
34.7,27.3,2.1,79.7
33.7,27.9,2.2,80
33.2,26.2,2.4,84
34.9,26.8,2.6,80.9
32.7,26.5,4,85.3
30.2,26.2,4.1,79.1
30.2,26.4,3.8,83.7
33.3,26.9,3.9,81.9
34.5,28.1,3.2,78.6
34.6,28.4,3.9,83.3
31.3,26.9,3.6,89.6
29.1,25.6,3.4,86.4
32.1,25.7,3.7,83.9
28.7,25.9,4.1,86.3
28.1,25.4,3.6,85.8
27.1,24.6,3.7,88.3
26.1,24.4,3.7,89.4
28.5,24.8,3.5,90.6
30.7,25.7,3.5,83.7
32.4,25.8,3.7,85.1
30,26.2,3.2,87.9
28.1,25.5,3.4,86.5
31.5,26,3.6,82.6
31.7,26.2,3.6,80.3
31.3,26.6,3.5,78.2
32.7,26.2,3.1,76.8
33.4,26.8,2.9,76.2
30.9,26.3,2.5,72.4
30.3,25.9,3.1,84.7
32.8,26.1,3.3,79.4
34,27.3,3.4,81.1
34.1,27.5,3.1,71.6
35.1,27.6,2.6,71.7
33.9,26.7,2.4,74.4
32.9,26.3,2.1,73.1
33.9,26.3,2,71.9
34.2,27.2,2.2,78
34.2,27.2,2.3,77.2
35.1,27.4,2.5,74.6
34.6,27.5,2.3,76.2
35.4,27,2.4,71.7
35,27.4,1.9,75.2
34.9,27.5,2.4,78.4
31.9,27,2.3,79.5
33,26.4,2.5,75.8
30.2,25.3,2.9,84.6
32,25.3,3,81.9
32.5,25.9,2.5,82.2
33.1,26.4,2.7,79.9
33.2,26.7,2.8,81.2
34.2,26.3,2.6,82.8
32.6,26,2.3,90.3
31,26.3,2.9,87.3
29.6,26.1,3.3,81.8
31.2,26.5,3.1,83.8
33.5,27,3.5,82.3
34.1,27.5,3,76
33,25.9,2.9,81.6
29,25,2.7,89.1
31.7,25.7,2.5,79.4
34.2,26,2.2,77.3
33,25.8,2.5,80.7
30.2,25.2,2.4,86.3
31.3,25.2,2.6,81.1
32.5,25.7,2.5,74.1
33.6,27,2.4,74.9
30.7,26.5,2.6,76.6
32.6,26.4,2.6,71.2
33.6,26.6,2.2,69.5
32.2,26.2,2.4,82.6
32.7,26.6,1.6,88.5
33.5,25.9,1.6,86.1
31,25.9,1.7,85.1
28.4,25,2,87.8
28,25,1.8,85.8
29.8,25.4,3.6,86.8
31.1,25.6,3.2,85.7
31,26,2.5,81.6
32.7,26.4,1.7,80.8
33,26,1.6,83
33.7,25.9,1.5,89
33.6,25.8,1.5,80.9
31,25.4,1.3,92.7
30.1,26.2,1.8,86.1
32.7,25.8,1.9,75.6
33.6,25.4,1.7,67.2
33.7,25.4,1.3,75.2
33.9,25.6,1.3,77.4
33.1,25.3,1.7,70.8
32.8,24.8,1.8,77.2
32,25,1.8,77.5
32.5,24.1,1.6,84
33.3,24,1.5,77.6
33.4,23.9,1.9,72.5
34.2,23.7,1.5,70.3
34,24.8,1.7,73.6
33.5,25.6,2,73.8
33,25.2,1.8,66.1
32.7,24.7,1.9,66.2
31.7,24.4,1.8,70.5
31.4,24.6,1.9,81.9
31.6,22.5,2.1,70
31.3,20.9,1.9,60
31.2,20.5,2.1,63.8
28.8,22.4,1.9,76.2
27.5,24.2,2.3,87.3
31.6,23.6,1.8,82.4
32.1,23.1,2,74
31,23.7,2.1,79.6
30.4,24.2,2.4,79.1
31.6,23.5,2.4,75.8
31.9,24.3,2.1,76.3
32.5,24,2.1,77.5
32,23.2,1.6,76.2
32.9,23.6,1.6,72.1
32.1,24.3,1.6,75
29.9,23.9,1.9,72
29.8,22.9,2,74
28.6,22.4,2.8,78.9
24,20.8,3.7,85.1
24.2,20.1,3.4,88.9
27.3,20.7,2.2,87.7
29.9,22.9,2,82.9
30.5,21.8,1.6,76.7
29.8,20.7,1.8,77
29.9,20.4,2,72.4
29.2,21.4,1.7,80.7
30.4,21.6,1.9,80.7
30,21.6,1.9,75.2
30.5,21.1,1.9,73.1
30.9,21.2,1.9,75.9
30.4,20.6,1.9,75.2
30.6,19.2,1.7,75.5
30.8,19.4,1.9,68.2
30.4,20,1.7,74.8
30.1,20.1,1.5,72.1
30.5,19.7,1.7,74.6
30.4,20.1,2,67.7
30,21.2,2.2,73.5
30.1,22.1,2,79.9
30.7,22.1,1.9,78.2
30.1,22.7,1.9,73.4
29.3,22.2,2.2,69.5
29.2,20,2.1,66.7
28.9,17.7,2,60.5
28.9,17.5,1.5,64.1
28.9,17.4,1.6,67
29,18.1,1.9,67.7
29,18.9,1.8,74.5
29.4,18.9,1.5,62.5
29.3,19.1,1.7,67.3
29.7,19.2,1.5,72.8
29.4,19.6,1.8,77.6
29,20,2.2,77.4
29,20.9,2,76.8
28.8,20.4,1.9,78.5
28.7,19.8,2.1,81.1
29,19.5,2.1,77.6
29.8,19.8,2.5,72.1
30.1,21.5,2,77.4
29.4,23,1.9,81.3
30.6,23.5,2.1,72.6
30.7,22.7,2.1,77.4
30.5,20.9,1.9,71.3
31.4,21.1,2.1,67.7
30.6,20.8,1.9,70.5
30.5,20.8,2.2,75.3
30.8,21.9,2,70.9
30.6,21.7,2.2,74.1
30.5,21.4,1.9,70.7
31.4,20.6,1.7,67.7
30.5,20.6,2.3,68.3
30,21.2,2.2,66.4
30.9,20.3,2.1,67.2
32,20.4,1.6,71.6
32.1,21.1,1.6,72.7
30.9,22.9,1.9,71.7
31.2,22.1,1.8,70.3
32.2,22,1.6,71.7
32.4,21.6,1.9,71.2
31.8,21.6,1.9,69.8
31.7,22.2,2.2,72.7
